Accession,Release_Date,Species,Nuc_Completeness,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
QPF53762,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53763,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53764,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53765,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53766,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53767,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53768,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53769,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53770,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53771,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53772,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53773,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53774,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53775,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53776,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53777,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53778,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53779,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53780,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53781,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53782,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53783,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53784,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53785,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53786,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53787,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53788,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53789,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53790,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53791,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53792,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53793,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53794,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53795,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53796,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53797,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53798,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53799,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53800,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53801,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53802,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53803,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53804,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53805,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53806,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53807,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53808,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53809,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53810,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53811,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53812,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53813,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53814,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53815,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53816,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53817,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53818,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53819,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53820,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53821,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53822,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53823,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53824,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53825,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53826,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53827,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53828,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53829,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53830,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53831,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53832,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53833,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53834,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53835,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53836,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53837,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53838,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53839,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53840,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53841,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53842,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53843,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-08-05
QPF53844,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53845,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53846,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53847,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53848,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53849,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53850,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53851,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53852,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53853,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53854,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53855,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-09-02
QPF53856,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53857,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53858,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53859,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53860,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53861,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53862,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53863,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53864,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53865,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53866,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53867,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53868,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
QPF53869,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, Marin County",CA,Homo sapiens,,2020-08-26
